titre_poste_exact_match,titre_poste_partial_match,entreprise_exact_match,entreprise_partial_match,localisation_exact_match,localisation_partial_match,type_contrat_exact_match,type_contrat_partial_match,experience_requise_exact_match,experience_requise_partial_match,formation_requise_exact_match,formation_requise_partial_match,salaire_exact_match,salaire_partial_match,secteur_activite_exact_match,secteur_activite_partial_match,competences_techniques_precision,competences_techniques_recall,competences_techniques_f1,competences_douces_precision,competences_douces_recall,competences_douces_f1,langues_requises_precision,langues_requises_recall,langues_requises_f1,avantages_precision,avantages_recall,avantages_f1,score_global,informative_score,id
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.16666666666666666,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4,0.5714285714285715,1.0,1.0,1.0,1.0,1.0,1.0,0.7281746031746033,0.45634920634920634,1
